Location,Date,Description,Cost,Category,Account,,,,,,,
Sheetz,9/5/2021,gas,$34.25,transportation,Melanie,,,,,,,
Bath and body works,9/5/2021,candle for us,$11.00,entertainment,Melanie,,,,,,,
Bath and body works,9/5/2021,tax,$0.66,misc,Melanie,,,,,,,
Noodles and Co,9/5/2021,lunch/dinner,$18.50,restaurant,Zach,,,,,,,
Noodles and Co,9/5/2021,tip,$3.92,restaurant,Zach,,,,,,,
Noodles and Co,9/5/2021,tax,$1.11,misc,Zach,,,,,,,
Target,9/5/2021,belt,$19.99,clothes,Melanie,,,,,,,
Target,9/5/2021,slippers,$21.99,clothes,Melanie,,,,,,,
Target,9/5/2021,snickers,$0.89,snacks,Melanie,,,,,,,
Target,9/5/2021,twix,$0.89,snacks,Melanie,,,,,,,
Target,9/5/2021,nail polish,$3.99,hygiene,Melanie,,,,,,,
Target,9/5/2021,dental floss,$0.99,hygiene,Melanie,,,,,,,
Target,9/5/2021,dental floss,$0.99,hygiene,Melanie,,,,,,,
Target,9/5/2021,tax,$0.04,misc,Melanie,,,,,,,
Target,9/5/2021,tax,$2.88,misc,Melanie,,,,,,,
Brusters,9/13/2021,ice cream,$5.99,restaurant,Zach,,,,,,,
Brusters,9/13/2021,tax,$0.36,misc,Zach,,,,,,,
Brusters,9/13/2021,ice cream,$3.70,restaurant,Zach,,,,,,,
Sheetz,9/16/2021,gas,$38.70,transportation,Melanie,,,,,,,
Walmart,9/17/2021,marinara sauce,$4.97,condiments,Melanie,,,,,,,
Walmart,9/17/2021,marinara sauce,$4.97,condiments,Melanie,,,,,,,
Walmart,9/17/2021,mozzarella,$15.97,dairy,Melanie,,,,,,,
Walmart,9/17/2021,tax,$0.65,misc,Melanie,,,,,,,
Kroger,9/24/2021,cupcakes,$5.49,snacks,Melanie,,,,,,,
Kroger,9/24/2021,tax,$0.14,misc,Melanie,,,,,,,
American Eagle,9/28/2021,leggings and shirt,$63.46,clothes,Melanie,,,,,,,
American Eagle,9/28/2021,return,-$15.63,clothes,Melanie,,,,,,,
Walmart,9/30/2021,oats,$1.56,breakfast,Zach,,,,,,,
Walmart,9/30/2021,bagels,$3.48,breakfast,Zach,,,,,,,
Walmart,9/30/2021,chili sauce,$1.96,condiments,Zach,,,,,,,
Walmart,9/30/2021,alfredo sauce,$2.68,condiments,Zach,,,,,,,
Walmart,9/30/2021,alfredo sauce,$2.68,condiments,Zach,,,,,,,
Walmart,9/30/2021,cheerios,$4.98,breakfast,Zach,,,,,,,
Walmart,9/30/2021,tortilla chips,$3.30,snacks,Zach,,,,,,,
Walmart,9/30/2021,tortillas,$4.88,bread,Zach,,,,,,,
Walmart,9/30/2021,tortillas,$2.28,bread,Zach,,,,,,,
Walmart,9/30/2021,bagels,$3.48,breakfast,Zach,,,,,,,
Walmart,9/30/2021,salsa,$0.98,condiments,Zach,,,,,,,
Walmart,9/30/2021,peanut butter,$2.70,condiments,Zach,,,,,,,
Walmart,9/30/2021,spaghetti,$0.78,pasta,Zach,,,,,,,
Walmart,9/30/2021,elbows,$0.78,pasta,Zach,,,,,,,
Walmart,9/30/2021,tax,$0.93,misc,Zach,,,,,,,
Verizon,10/1/2021,phone bill,$30.00,utilities,Zach,,,,,,,
MeUndies,10/1/2021,undies,$31.80,clothes,Melanie,,,,,,,
Walmart,10/3/2021,halloween candy and probably something else,$27.65,grocery,Zach,,,,,,,
Walmart,10/3/2021,unknown,$37.43,grocery,Zach,,,,,,,
Noodles and Co,10/3/2021,dinner,$10.50,restaurant,Zach,,,,,,,
Noodles and Co,10/3/2021,tax,$0.63,misc,Zach,,,,,,,
Thinx,10/7/2021,undies,$51.40,hygiene,Melanie,,,,,,,
Sheetz,10/14/2021,gas,$32.25,transportation,Melanie,,,,,,,
Walmart,10/14/2021,bread,$2.98,bread,Zach,,,,,,,
Walmart,10/14/2021,tortilla chips,$3.30,snacks,Zach,,,,,,,
Walmart,10/14/2021,black beans,$4.40,produce,Zach,,,,,,,
Walmart,10/14/2021,cream cheese,$1.50,dairy,Zach,,,,,,,
Walmart,10/14/2021,buns,$2.90,bread,Zach,,,,,,,
Walmart,10/14/2021,soymilk,$2.26,dairy,Zach,,,,,,,
Walmart,10/14/2021,bagels,$3.48,breakfast,Zach,,,,,,,
Walmart,10/14/2021,almond milk,$2.70,dairy,Zach,,,,,,,
Walmart,10/14/2021,coffee creamer,$1.80,dairy,Zach,,,,,,,
Walmart,10/14/2021,rice,$0.70,produce,Zach,,,,,,,
Walmart,10/14/2021,cream cheese,$1.50,dairy,Zach,,,,,,,
Walmart,10/14/2021,tortillas,$4.56,bread,Zach,,,,,,,
Walmart,10/14/2021,raisin bran,$4.67,breakfast,Zach,,,,,,,
Walmart,10/14/2021,eggs,$1.97,produce,Zach,,,,,,,
Walmart,10/14/2021,bagels,$3.48,breakfast,Zach,,,,,,,
Walmart,10/14/2021,taxes,$1.06,misc,Zach,,,,,,,
Walmart,10/17/2021,ice cream,$3.88,dairy,Melanie,,,,,,,
Walmart,10/17/2021,marshmallows,$1.58,snacks,Melanie,,,,,,,
Walmart,10/17/2021,bag clips,$3.94,supplies,Melanie,,,,,,,
Walmart,10/17/2021,marshmallows,$1.00,snacks,Melanie,,,,,,,
Walmart,10/17/2021,garlic powder,$0.98,condiments,Melanie,,,,,,,
Walmart,10/17/2021,italian seasoning,$0.98,condiments,Melanie,,,,,,,
Walmart,10/17/2021,onion powder,$0.98,condiments,Melanie,,,,,,,
Walmart,10/17/2021,pumpkin,$3.00,entertainment,Melanie,,,,,,,
Walmart,10/17/2021,pumpkin,$3.00,entertainment,Melanie,,,,,,,
Walmart,10/17/2021,brut,$6.98,alcohol,Melanie,,,,,,,
Walmart,10/17/2021,white zin,$2.96,alcohol,Melanie,,,,,,,
Walmart,10/17/2021,tax,$0.83,misc,Melanie,,,,,,,
Walmart,10/17/2021,tax,$0.39,misc,Melanie,,,,,,,
Dr N,10/20/2021,eye appointment,$150.00,health,Melanie,,,,,,,
Walmart,10/20/2021,card,$4.97,entertainment,Melanie,,,,,,,
Walmart,10/20/2021,card,$5.77,entertainment,Melanie,,,,,,,
Walmart,10/20/2021,tax,$0.64,misc,Melanie,,,,,,,
Aldi,10/23/2021,milk,$2.78,dairy,Melanie,,,,,,,
Aldi,10/23/2021,crackers,$2.95,snacks,Melanie,,,,,,,
Aldi,10/23/2021,goat cheese,$3.99,dairy,Melanie,,,,,,,
Aldi,10/23/2021,goat cheese,$1.99,dairy,Melanie,,,,,,,
Aldi,10/23/2021,tax,$0.29,misc,Melanie,,,,,,,
Walmart,10/26/2021,cream cheese,$1.53,dairy,Zach,,,,,,,
Walmart,10/26/2021,toothpaste,$6.92,hygiene,Zach,,,,,,,
Walmart,10/26/2021,alfredo sauce,$2.88,condiments,Zach,,,,,,,
Walmart,10/26/2021,granola bars,$7.18,snacks,Zach,,,,,,,
Walmart,10/26/2021,cream of mushroom soup,$3.76,condiments,Zach,,,,,,,
Walmart,10/26/2021,parmesan,$2.36,dairy,Zach,,,,,,,
Walmart,10/26/2021,soy sauce,$1.37,condiments,Zach,,,,,,,
Walmart,10/26/2021,corn,$1.96,canned,Zach,,,,,,,
Walmart,10/26/2021,salsa,$0.98,condiments,Zach,,,,,,,
Walmart,10/26/2021,bagels,$3.48,breakfast,Zach,,,,,,,
Walmart,10/26/2021,jam,$4.24,condiments,Zach,,,,,,,
Walmart,10/26/2021,bread,$0.98,bread,Zach,,,,,,,
Walmart,10/26/2021,tax,$1.17,misc,Zach,,,,,,,
Verizon,11/1/2021,phone bill,$30.00,utilities,Zach,,,,,,,
MeUndies,11/1/2021,undies,$26.71,clothes,Melanie,,,,,,,
Sheetz,11/2/2021,gas,$38.01,transportation,Melanie,,,,,,,
Foodlion,11/2/2021,pike place medium roast coffee,$12.79,breakfast,Melanie,,,,,,,
Foodlion,11/2/2021,tax,$0.32,misc,Melanie,,,,,,,
Christina Newman,11/4/2021,haircut + tip,$65.00,improvement,Melanie,,,,,,,
Contacts Direct,11/14/2021,contacts (12 pk),$74.99,health,Melanie,,,,,,,
Contacts Direct,11/14/2021,contacts (12 pk),$74.99,health,Melanie,,,,,,,
Contacts Direct,11/14/2021,discount,-$22.50,health,Melanie,,,,,,,
Walmart,11/18/2021,ice cream,$3.98,dairy,Zach,,,,,,,
Walmart,11/18/2021,corn,$0.98,canned,Zach,,,,,,,
Walmart,11/18/2021,corn,$0.98,canned,Zach,,,,,,,
Walmart,11/18/2021,raisins,$2.94,produce,Zach,,,,,,,
Walmart,11/18/2021,salsa,$0.98,condiments,Zach,,,,,,,
Walmart,11/18/2021,muffin mix,$2.38,breakfast,Zach,,,,,,,
Walmart,11/18/2021,bagels everything,$3.48,breakfast,Zach,,,,,,,
Walmart,11/18/2021,bagels plain,$3.48,breakfast,Zach,,,,,,,
Walmart,11/18/2021,bread,$0.98,bread,Zach,,,,,,,
Walmart,11/18/2021,flour tortillas,$2.48,bread,Zach,,,,,,,
Walmart,11/18/2021,croissants,$3.98,bread,Zach,,,,,,,
Walmart,11/18/2021,cream cheese,$2.00,dairy,Zach,,,,,,,
Walmart,11/18/2021,cream cheese,$2.00,dairy,Zach,,,,,,,
Walmart,11/18/2021,great value unsalted butter,$2.96,dairy,Zach,,,,,,,
Walmart,11/18/2021,creamer,$2.88,dairy,Zach,,,,,,,
Walmart,11/18/2021,cooking spray,$1.56,condiments,Zach,,,,,,,
Walmart,11/18/2021,oatmeal cookie mix,$2.13,snacks,Zach,,,,,,,
Walmart,11/18/2021,chopped walnuts,$6.37,produce,Zach,,,,,,,
Walmart,11/18/2021,pecan halves,$16.98,produce,Zach,,,,,,,
Walmart,11/18/2021,oats,$2.34,produce,Zach,,,,,,,
Walmart,11/18/2021,pita bread,$0.96,bread,Zach,,,,,,,
Walmart,11/18/2021,lemon pepper seasoning,$0.98,condiments,Zach,,,,,,,
Walmart,11/18/2021,eggs (36),$1.97,produce,Zach,,,,,,,
Walmart,11/18/2021,honey nut cheerios (mega) ,$4.98,breakfast,Zach,,,,,,,
Walmart,11/18/2021,dark brownie mix,$1.00,snacks,Zach,,,,,,,
Walmart,11/18/2021,chocolate chips,$1.60,snacks,Zach,,,,,,,
Walmart,11/18/2021,light brown sugar,$1.62,condiments,Zach,,,,,,,
Walmart,11/18/2021,tax,$1.97,misc,Zach,,,,,,,
Noodles and Co,11/19/2021,lunch,$24.00,restaurant,Melanie,,,,,,,
Noodles and Co,11/19/2021,tax,$1.44,restaurant,Melanie,,,,,,,
Bath and Body Works,11/19/2021,3-wick candle,$16.50,entertainment,Melanie,,,,,,,
Bath and Body Works,11/19/2021,tax,$0.99,entertainment,Melanie,,,,,,,
Yankee Candle,11/19/2021,gift candle Cindy,$13.20,entertainment,Zach,,,,,,,
Yankee Candle,11/19/2021,small candle,$1.20,entertainment,Zach,,,,,,,
Yankee Candle,11/19/2021,small candle,$1.20,entertainment,Zach,,,,,,,
Yankee Candle,11/19/2021,gift candle accessory Cindy,$18.60,entertainment,Zach,,,,,,,
Yankee Candle,11/19/2021,tax,$2.05,entertainment,Zach,,,,,,,
Francesca's,11/19/2021,gift socks Brooke,$4.80,entertainment,Melanie,,,,,,,
Francesca's,11/19/2021,gift socks Lisa,$14.00,entertainment,Melanie,,,,,,,
Francesca's,11/19/2021,tax,$1.13,entertainment,Melanie,,,,,,,
American Eagle,11/19/2021,gift sweater Lisa,$34.96,entertainment,Melanie,,,,,,,
American Eagle,11/19/2021,tax,$2.10,entertainment,Melanie,,,,,,,
Barnes and Noble,11/19/2021,birthday card,$4.99,entertainment,Zach,,,,,,,
Barnes and Noble,11/19/2021,gift cats calendar Cindy,$14.99,entertainment,Zach,,,,,,,
Barnes and Noble,11/19/2021,gift peanuts calendar Lisa,$14.99,entertainment,Zach,,,,,,,
Barnes and Noble,11/19/2021,tax,$2.10,entertainment,Zach,,,,,,,
Aldi,11/19/2021,crackers assortment,$2.95,snacks,Melanie,,,,,,,
Aldi,11/19/2021,raspberries,$2.39,produce,Melanie,,,,,,,
Aldi,11/19/2021,blueberries,$2.99,produce,Melanie,,,,,,,
Aldi,11/19/2021,arugula and spinach mix,$2.89,produce,Melanie,,,,,,,
Aldi,11/19/2021,honey goat cheese,$1.99,dairy,Melanie,,,,,,,
Aldi,11/19/2021,cabot habanero cheddar,$3.49,dairy,Melanie,,,,,,,
Aldi,11/19/2021,french baguette,$1.69,bread,Melanie,,,,,,,
Aldi,11/19/2021,tax,$0.46,misc,Melanie,,,,,,,
Sassy Bee,11/20/2021,gift golf balls Eric,$9.71,entertainment,Melanie,,,,,,,
Sassy Bee,11/20/2021,gift beanie Eric,$14.21,entertainment,Melanie,,,,,,,
Sassy Bee,11/20/2021,tax,$1.44,misc,Melanie,,,,,,,
Sassy Bee,11/27/2021,light up cups (2),$13.90,entertainment,Melanie,,,,,,,
Sassy Bee,11/27/2021,tax,$0.83,misc,Melanie,,,,,,,
Verizon,12/1/2021,phone bill,$30.00,utilities,Zach,,,,,,,
El Jinete,12/3/2021,dinner with Zach's fam,$67.59,restaurant,Melanie,,,,,,,
El Jinete,12/3/2021,tip,$14.00,restaurant,Melanie,,,,,,,
Fandango,12/4/2021,movie ticket,$15.14,entertainment,Melanie,,,,,,,
Loft,12/5/2021,tights,$8.25,clothes,Melanie,,,,,,,
Loft,12/5/2021,top,$17.25,clothes,Melanie,,,,,,,
Loft,12/5/2021,pajama shorts,$19.99,clothes,Melanie,,,,,,,
Loft,12/5/2021,pajama tank top,$19.99,clothes,Melanie,,,,,,,
Loft,12/5/2021,gift sweatshirt Lisa,$39.75,entertainment,Melanie,,,,,,,
Loft,12/5/2021,gift pajama shorts Lisa,$19.99,entertainment,Melanie,,,,,,,
Loft,12/5/2021,pajama shorts,$19.99,entertainment,Melanie,,,,,,,
Loft,12/5/2021,tax,$8.71,misc,Melanie,,,,,,,
Walmart,12/8/2021,bagels,$2.50,breakfast,Zach,,,,,,,
Walmart,12/8/2021,pasta,$0.78,pasta,Zach,,,,,,,
Walmart,12/8/2021,tortillas,$2.49,bread,Zach,,,,,,,
Walmart,12/8/2021,tortillas,$2.49,bread,Zach,,,,,,,
Walmart,12/8/2021,marinara sauce,$2.00,condiments,Zach,,,,,,,
Walmart,12/8/2021,bagels,$3.48,breakfast,Zach,,,,,,,
Walmart,12/8/2021,oats,$1.76,breakfast,Zach,,,,,,,
Walmart,12/8/2021,pasta,$0.78,pasta,Zach,,,,,,,
Walmart,12/8/2021,raisin bran,$4.67,breakfast,Zach,,,,,,,
Walmart,12/8/2021,cheddar,$3.12,dairy,Zach,,,,,,,
Walmart,12/8/2021,cheddar,$9.64,dairy,Zach,,,,,,,
Walmart,12/8/2021,shampoo,$3.94,hygiene,Zach,,,,,,,
Walmart,12/8/2021,tortilla chips,$3.33,snacks,Zach,,,,,,,
Walmart,12/8/2021,almond milk,$2.74,dairy,Zach,,,,,,,
Walmart,12/8/2021,soy milk,$2.26,dairy,Zach,,,,,,,
Walmart,12/8/2021,cream cheese,$1.96,dairy,Zach,,,,,,,
Walmart,12/8/2021,bread,$2.98,bread,Zach,,,,,,,
Walmart,12/8/2021,tortillas,$2.48,bread,Zach,,,,,,,
Walmart,12/8/2021,bagels,$3.48,breakfast,Zach,,,,,,,
Walmart,12/8/2021,salsa,$0.98,condiments,Zach,,,,,,,
Walmart,12/8/2021,tax,$1.57,misc,Zach,,,,,,,
Sheetz,12/8/2021,gas,$35.33,transportation,Melanie,,,,,,,
Aldi,12/9/2021,wine,$2.95,alcohol,Melanie,,,,,,,
Aldi,12/9/2021,bubbly,$4.99,alcohol,Melanie,,,,,,,
Aldi,12/9/2021,tax,$0.48,misc,Melanie,,,,,,,
Walmart,12/10/2021,bread,$0.88,bread,Zach,,,,,,,
Walmart,12/10/2021,bread,$0.88,bread,Zach,,,,,,,
Walmart,12/10/2021,potatoes,$2.97,produce,Zach,,,,,,,
Walmart,12/10/2021,gift ramen Eric,$2.84,entertainment,Zach,,,,,,,
Walmart,12/10/2021,ramen,$2.84,snacks,Zach,,,,,,,
Walmart,12/10/2021,garlic powder,$0.98,condiments,Zach,,,,,,,
Walmart,12/10/2021,onion powder,$0.98,condiments,Zach,,,,,,,
Walmart,12/10/2021,ramen,$2.84,snacks,Zach,,,,,,,
Walmart,12/10/2021,mushrooms,$1.98,produce,Zach,,,,,,,
Walmart,12/10/2021,pepperoni,$7.68,meat,Zach,,,,,,,
Walmart,12/10/2021,turkey bacon,$2.48,meat,Zach,,,,,,,
Walmart,12/10/2021,sour cream,$2.88,dairy,Zach,,,,,,,
Walmart,12/10/2021,mozzarella,$15.97,dairy,Zach,,,,,,,
Walmart,12/10/2021,sauce,$1.28,condiments,Zach,,,,,,,
Walmart,12/10/2021,sauce,$1.28,condiments,Zach,,,,,,,
Walmart,12/10/2021,bagels,$1.76,breakfast,Zach,,,,,,,
Walmart,12/10/2021,french bread,$0.70,bread,Zach,,,,,,,
Walmart,12/10/2021,alfredo,$1.50,condiments,Zach,,,,,,,
Walmart,12/10/2021,alfredo,$1.50,condiments,Zach,,,,,,,
Walmart,12/10/2021,christmas tree cakes,$2.00,snacks,Zach,,,,,,,
Walmart,12/10/2021,snack cakes,$2.00,snacks,Zach,,,,,,,
Walmart,12/10/2021,tomatoes,$2.35,produce,Zach,,,,,,,
Walmart,12/10/2021,bell peppers,$1.64,produce,Zach,,,,,,,
Walmart,12/10/2021,miller lite,$15.98,alcohol,Zach,,,,,,,
Walmart,12/10/2021,tax,$0.96,misc,Zach,,,,,,,
Walmart,12/10/2021,tax,$1.56,misc,Zach,,,,,,,
Warby Parker,12/13/2021,glasses,$95.00,health,Melanie,,,,,,,
Warby Parker,12/13/2021,blue light filtering,$50.00,health,Melanie,,,,,,,
Talbots,12/13/2021,gift sweater Connie,$48.33,entertainment,Melanie,,,,,,,
Talbots,12/13/2021,gift sweater Connie,$52.92,entertainment,Melanie,,,,,,,
Talbots,12/13/2021,gift socks Connie,$6.75,entertainment,Melanie,,,,,,,
Talbots,12/13/2021,tax,$5.72,misc,Melanie,,,,,,,
Talbots,12/13/2021,gift merchandise credit Connie,-$37.09,entertainment,Melanie,,,,,,,
Pottery Barn,12/13/2021,gift mouse ornament Lisa,$6.50,entertainment,Melanie,,,,,,,
Pottery Barn,12/13/2021,gift penguins ornament Lisa,$10.00,entertainment,Melanie,,,,,,,
Pottery Barn,12/13/2021,gift sheep ornament Lisa,$6.50,entertainment,Melanie,,,,,,,
Pottery Barn,12/13/2021,gift coasters George,$19.00,entertainment,Melanie,,,,,,,
Pottery Barn,12/13/2021,tax,$2.52,misc,Melanie,,,,,,,
Sassy Bee,12/14/2021,gift golf cup George,$23.96,entertainment,Melanie,,,,,,,
Sassy Bee,12/14/2021,tax,$1.44,misc,Melanie,,,,,,,
Midlothian Family Practice,12/14/2021,doctor's visit,$25.00,health,Zach,,,,,,,
Walmart,12/14/2021,oven mitt glove Cindy,$12.48,entertainment,Zach,,,,,,,
Walmart,12/14/2021,tax,$0.75,misc,Zach,,,,,,,
Noodles and Co,12/16/2021,dinner,$6.15,restaurant,Melanie,,,,,,,
Sheetz,12/17/2021,gas,$32.69,transportation,Melanie,,,,,,,
The Sassy Bee,12/22/2021,gifts (sterling/kimberly/babyG),$12.71,entertainment,Melanie,,,,,,,
The Sassy Bee,12/22/2021,gifts (sterling/kimberly/babyG),$6.71,entertainment,Melanie,,,,,,,
The Sassy Bee,12/22/2021,tax,$1.17,entertainment,Melanie,,,,,,,
Aldi,12/23/2021,wine,$8.99,alcohol,Zach,,,,,,,
Aldi,12/23/2021,wine,$9.99,alcohol,Zach,,,,,,,
Aldi,12/23/2021,turkey bacon,$2.25,meat,Zach,,,,,,,
Aldi,12/23/2021,turkey bacon,$2.25,meat,Zach,,,,,,,
Aldi,12/23/2021,blueberries,$2.39,produce,Zach,,,,,,,
Aldi,12/23/2021,hawaiian sweet rolls,$1.35,bread,Zach,,,,,,,
Aldi,12/23/2021,hawaiian sweet rolls,$1.35,bread,Zach,,,,,,,
Aldi,12/23/2021,cucumber,$1.39,produce,Zach,,,,,,,
Aldi,12/23/2021,cucumber,$1.39,produce,Zach,,,,,,,
Aldi,12/23/2021,green bell peppers,$2.19,produce,Zach,,,,,,,
Aldi,12/23/2021,raspberries,$2.19,produce,Zach,,,,,,,
Aldi,12/23/2021,broccoli,$2.89,produce,Zach,,,,,,,
Aldi,12/23/2021,broccoli,$2.89,produce,Zach,,,,,,,
Aldi,12/23/2021,cherry tomatoes,$1.39,produce,Zach,,,,,,,
Aldi,12/23/2021,tax,$1.14,misc,Zach,,,,,,,
Aldi,12/23/2021,tax,$0.60,misc,Zach,,,,,,,
ABC Store,12/22/2021,tequila gift,$18.99,entertainment,Melanie,,,,,,,
ABC Store,12/22/2021,tax,$1.01,misc,Melanie,,,,,,,
ABC Store,12/22/2021,tax,$0.13,misc,Melanie,,,,,,,
Loft,12/30/2021,return shorts,-$19.99,entertainment,Melanie,,,,,,,
Loft,12/30/2021,tax,-$1.20,misc,Melanie,,,,,,,
Aldi,12/30/2021,brut,$4.99,alcohol,Melanie,,,,,,,
Aldi,12/30/2021,bagels,$1.39,breakfast,Melanie,,,,,,,
Aldi,12/30/2021,bagels,$1.39,breakfast,Melanie,,,,,,,
Aldi,12/30/2021,bread,$0.89,bread,Melanie,,,,,,,
Aldi,12/30/2021,goat cheese,$1.69,dairy,Melanie,,,,,,,
Aldi,12/30/2021,cheddar,$4.29,dairy,Melanie,,,,,,,
Aldi,12/30/2021,cream cheese,$0.99,dairy,Melanie,,,,,,,
Aldi,12/30/2021,marinara sauce,$0.87,condiments,Melanie,,,,,,,
Aldi,12/30/2021,salsa,$0.97,condiments,Melanie,,,,,,,
Aldi,12/30/2021,alfredo,$1.69,condiments,Melanie,,,,,,,
Aldi,12/30/2021,rotini,$0.77,pasta,Melanie,,,,,,,
Aldi,12/30/2021,parmesan,$2.19,dairy,Melanie,,,,,,,
Aldi,12/30/2021,granola,$1.99,breakfast,Melanie,,,,,,,
Aldi,12/30/2021,coffee,$3.85,breakfast,Melanie,,,,,,,
Aldi,12/30/2021,cheerios,$3.49,breakfast,Melanie,,,,,,,
Aldi,12/30/2021,tax,$0.30,misc,Melanie,,,,,,,
Aldi,12/30/2021,tax,$0.66,misc,Melanie,,,,,,,
Sheetz,12/30/2021,gas,$42.25,transportation,Melanie,,,,,,,
Curiosity Stream,12/31/2021,subscription,$19.99,entertainment,Zach,,,,,,,